File,LinesCount,LinesAvgLength,LineCodeProportion,LineBlankProportion,TypesCount,ClassProportion,TraitProportion,MaxChildren,MethodCount,PrivateMethodProportion,ProtectedMethodProportion,MethodOverrideProportion,FinalMethodProportion,VarLocalCount,VarFieldCount,MagicNumbersCount
core/src/test/scala/org/apache/spark/scheduler/BarrierTaskContextSuite.scala,291,34,0.845360824742268,0.10309278350515463,1,1.0,0.0,1,4,0.0,0.0,0.5,0.0,0,0,19
core/src/test/scala/org/apache/spark/scheduler/BlacklistIntegrationSuite.scala,157,38,0.802547770700637,0.08280254777070063,3,1.0,0.0,1,4,0.0,0.0,0.5,0.0,0,0,4
core/src/test/scala/org/apache/spark/scheduler/BlacklistTrackerSuite.scala,608,49,0.8601973684210527,0.10855263157894737,1,1.0,0.0,1,6,0.0,0.0,0.3333333333333333,0.0,0,6,8
core/src/test/scala/org/apache/spark/scheduler/CoarseGrainedSchedulerBackendSuite.scala,323,38,0.8080495356037152,0.14551083591331268,3,1.0,0.0,1,10,0.1,0.0,0.8,0.0,0,8,3
core/src/test/scala/org/apache/spark/scheduler/CustomShuffledRDD.scala,118,35,0.6186440677966102,0.16101694915254236,3,1.0,0.0,1,11,0.0,0.0,0.9090909090909091,0.0,0,0,0
core/src/test/scala/org/apache/spark/scheduler/DAGSchedulerSuite.scala,3206,41,0.8031815346225827,0.13817841547099188,12,0.8333333333333334,0.0,2,105,0.20952380952380953,0.009523809523809525,0.6285714285714286,0.0,0,15,123
core/src/test/scala/org/apache/spark/scheduler/EventLoggingListenerSuite.scala,624,44,0.8237179487179487,0.08974358974358974,2,1.0,0.0,1,17,0.7058823529411765,0.0,0.17647058823529413,0.0,1,5,486
core/src/test/scala/org/apache/spark/scheduler/ExternalClusterManagerSuite.scala,100,41,0.68,0.12,4,1.0,0.0,1,24,0.0,0.0,0.5833333333333334,0.0,0,2,0
core/src/test/scala/org/apache/spark/scheduler/FakeTask.scala,115,36,0.7391304347826086,0.10434782608695652,2,0.5,0.0,1,10,0.0,0.0,0.3,0.0,0,0,0
core/src/test/scala/org/apache/spark/scheduler/MapStatusSuite.scala,194,37,0.8350515463917526,0.08762886597938144,1,1.0,0.0,1,2,0.5,0.0,0.0,0.0,0,0,31
core/src/test/scala/org/apache/spark/scheduler/NotSerializableFakeTask.scala,42,35,0.42857142857142855,0.16666666666666666,1,1.0,0.0,1,4,0.5,0.0,0.5,0.0,0,0,0
core/src/test/scala/org/apache/spark/scheduler/OutputCommitCoordinatorIntegrationSuite.scala,66,36,0.5909090909090909,0.12121212121212122,2,1.0,0.0,1,2,0.0,0.0,1.0,0.0,0,0,1
core/src/test/scala/org/apache/spark/scheduler/OutputCommitCoordinatorSuite.scala,332,42,0.7469879518072289,0.11144578313253012,2,1.0,0.0,1,13,0.3076923076923077,0.0,0.3076923076923077,0.0,0,5,5
core/src/test/scala/org/apache/spark/scheduler/PoolSuite.scala,347,44,0.7579250720461095,0.17002881844380405,1,1.0,0.0,1,3,0.3333333333333333,0.0,0.0,0.0,0,0,41
core/src/test/scala/org/apache/spark/scheduler/ReplayListenerSuite.scala,276,38,0.7282608695652174,0.14130434782608695,3,1.0,0.0,1,6,0.3333333333333333,0.0,0.5,0.0,0,1,8
core/src/test/scala/org/apache/spark/scheduler/SchedulerIntegrationSuite.scala,654,37,0.7370030581039755,0.11162079510703364,9,0.8888888888888888,0.0,1,45,0.022222222222222223,0.044444444444444446,0.35555555555555557,0.0,0,5,17
core/src/test/scala/org/apache/spark/scheduler/SparkListenerSuite.scala,748,36,0.7874331550802139,0.1537433155080214,12,1.0,0.0,9,22,0.18181818181818182,0.0,0.7727272727272727,0.0,0,11,14
core/src/test/scala/org/apache/spark/scheduler/SparkListenerWithClusterSuite.scala,64,36,0.546875,0.1875,2,1.0,0.0,1,2,0.0,0.0,1.0,0.0,0,0,2
core/src/test/scala/org/apache/spark/scheduler/TaskContextSuite.scala,345,40,0.8521739130434782,0.10434782608695652,3,0.6666666666666666,0.0,1,15,0.0,0.0,1.0,0.0,0,5,5
core/src/test/scala/org/apache/spark/scheduler/TaskDescriptionSuite.scala,104,40,0.7307692307692307,0.125,1,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,6
core/src/test/scala/org/apache/spark/scheduler/TaskResultGetterSuite.scala,308,41,0.7662337662337663,0.1266233766233766,5,1.0,0.0,2,7,0.14285714285714285,0.0,0.5714285714285714,0.0,0,2,0
core/src/test/scala/org/apache/spark/scheduler/TaskSchedulerImplSuite.scala,1306,44,0.8468606431852986,0.13476263399693722,2,1.0,0.0,1,33,0.06060606060606061,0.0,0.5757575757575758,0.0,1,10,18
core/src/test/scala/org/apache/spark/scheduler/TaskSetBlacklistSuite.scala,287,42,0.7804878048780488,0.1672473867595819,1,1.0,0.0,1,1,0.0,0.0,1.0,0.0,0,3,5
core/src/test/scala/org/apache/spark/scheduler/TaskSetManagerSuite.scala,1993,42,0.8695434019066733,0.11941796287004516,6,0.8333333333333334,0.0,1,34,0.08823529411764706,0.0,0.7058823529411765,0.0,0,8,80
core/src/test/scala/org/apache/spark/scheduler/dynalloc/ExecutorMonitorSuite.scala,477,44,0.7693920335429769,0.1928721174004193,1,1.0,0.0,1,9,0.7777777777777778,0.0,0.2222222222222222,0.0,0,3,21
core/src/test/scala/org/apache/spark/security/CryptoStreamUtilsSuite.scala,207,34,0.782608695652174,0.14492753623188406,1,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0,2,0
core/src/test/scala/org/apache/spark/security/EncryptionFunSuite.scala,43,36,0.4418604651162791,0.13953488372093023,1,0.0,1.0,0,2,0.0,1.0,0.0,1.0,0,0,0
core/src/test/scala/org/apache/spark/serializer/KryoBenchmark.scala,134,33,0.6940298507462687,0.11194029850746269,1,0.0,0.0,1,6,0.16666666666666666,0.0,0.16666666666666666,0.0,6,0,1
core/src/test/scala/org/apache/spark/serializer/KryoSerializerBenchmark.scala,96,32,0.5833333333333334,0.14583333333333334,1,0.0,0.0,1,4,0.25,0.0,0.5,0.0,0,1,1
core/src/test/scala/org/apache/spark/serializer/KryoSerializerDistributedSuite.scala,68,38,0.5882352941176471,0.19117647058823528,5,0.6,0.0,1,1,0.0,0.0,1.0,0.0,0,0,1
core/src/test/scala/org/apache/spark/serializer/KryoSerializerSuite.scala,619,35,0.8416801292407108,0.13408723747980614,10,0.9,0.0,2,17,0.058823529411764705,0.0,0.4117647058823529,0.0,0,2,29
