LinesCount,LinesAvgLength,LineCommentCount,LineCodeCount,LineBlankCount,TypesCount,ClassCount,ObjectCount,TraitCount,MaxChildren,MethodCount,PrivateMethodCount,ProtectedMethodCount,MethodOverrideCount,FinalMethodCount,VarLocalCount,VarFieldCount,MagicNumbersCount,File
203,37,64,113,38,6,5,0,1,3,21,0,0,20,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/command/commands.scala
181,38,40,134,19,3,1,2,0,2,3,1,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/command/SetCommand.scala
79,36,32,40,10,1,1,0,0,1,2,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/command/InsertIntoDataSourceDirCommand.scala
396,40,83,322,34,2,1,1,0,1,17,5,0,1,0,1,0,6,sql/core/src/main/scala/org/apache/spark/sql/execution/command/CommandUtils.scala
227,34,44,159,34,5,4,1,0,2,13,0,2,4,0,0,5,1,sql/core/src/main/scala/org/apache/spark/sql/execution/ExternalAppendOnlyUnsafeRowArray.scala
147,41,39,96,21,2,2,0,0,1,13,2,0,6,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/history/SQLEventFilterBuilder.scala
21,44,16,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/QueryExecutionException.scala
168,44,46,119,20,4,2,2,0,1,7,3,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/analysis/DetectAmbiguousSelfJoin.scala
119,50,41,92,7,1,0,1,0,0,4,2,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/HiveResult.scala
157,37,33,111,24,1,1,0,0,1,6,1,1,5,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/AggregateInPandasExec.scala
123,39,46,70,14,1,0,1,0,0,3,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/PandasGroupUtils.scala
106,43,36,58,15,1,1,0,0,1,5,0,1,5,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/FlatMapCoGroupsInPandasExec.scala
292,38,71,226,31,3,0,3,0,3,14,9,0,0,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/ExtractPythonUDFs.scala
113,35,23,80,15,1,1,0,0,1,4,1,1,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/CoGroupedArrowPythonRunner.scala
306,30,44,226,50,3,2,1,0,2,10,1,0,0,0,3,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/EvaluatePython.scala
95,39,30,58,15,1,1,0,0,1,3,0,1,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/MapInPandasExec.scala
97,34,26,60,15,2,2,0,0,1,5,0,0,5,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/ArrowEvalPythonExec.scala
119,38,33,86,16,1,1,0,0,1,3,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/ArrowPythonRunner.scala
138,37,47,79,19,1,1,0,0,1,5,1,1,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/EvalPythonExec.scala
95,36,26,66,12,1,1,0,0,1,1,0,0,1,0,1,0,1,sql/core/src/main/scala/org/apache/spark/sql/execution/python/BatchEvalPythonExec.scala
109,35,21,79,12,1,0,0,1,0,2,0,1,1,0,0,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/PythonArrowOutput.scala
294,28,64,219,30,5,3,1,1,3,17,2,0,1,0,3,8,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/RowQueue.scala
404,39,111,276,57,4,2,2,0,2,14,2,0,8,2,2,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/WindowInPandasExec.scala
97,40,34,51,15,1,1,0,0,1,5,0,1,5,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/FlatMapGroupsInPandasExec.scala
44,35,19,22,5,1,1,0,0,0,2,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/UserDefinedPythonFunction.scala
157,38,41,100,22,3,2,1,0,1,10,2,2,5,0,0,3,1,sql/core/src/main/scala/org/apache/spark/sql/execution/python/PythonForeachWriter.scala
111,31,19,83,11,2,1,1,0,1,6,0,0,5,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/python/PythonUDFRunner.scala
182,44,47,133,16,2,1,1,0,1,4,2,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/OptimizeMetadataOnlyQuery.scala
827,37,248,575,74,2,2,0,0,1,33,4,2,24,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SparkSqlParser.scala
287,34,74,196,30,6,5,1,0,2,28,2,0,14,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/debug/package.scala
28,42,21,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/FileRelation.scala
94,38,25,69,10,1,0,1,0,0,4,2,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/PartitionedFileUtil.scala
619,38,113,465,91,15,11,2,2,7,59,3,12,47,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/objects.scala
89,46,33,57,8,1,1,0,0,1,5,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SparkOptimizer.scala
226,33,44,167,26,6,5,1,0,2,25,1,0,17,0,0,3,0,sql/core/src/main/scala/org/apache/spark/sql/execution/subquery.scala
25,42,21,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/package.scala
520,38,96,396,56,22,12,10,0,15,40,4,1,31,1,4,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/Columnar.scala
193,40,50,146,19,1,0,1,0,0,7,1,0,0,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SQLExecution.scala
916,36,295,604,107,7,3,1,3,3,67,9,8,36,3,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/WholeStageCodegenExec.scala
602,38,101,482,66,3,2,0,1,2,25,7,2,13,0,0,0,1,sql/core/src/main/scala/org/apache/spark/sql/execution/DataSourceScanExec.scala
126,34,41,81,11,2,1,1,0,1,3,0,0,0,0,2,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/stat/FrequentItems.scala
299,43,78,225,25,2,1,1,0,1,13,1,0,0,0,3,6,0,sql/core/src/main/scala/org/apache/spark/sql/execution/stat/StatFunctions.scala
90,49,30,62,7,1,1,0,0,1,2,1,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/dynamicpruning/PlanDynamicPruningFilters.scala
51,42,23,27,5,1,0,1,0,1,1,0,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/dynamicpruning/CleanupDynamicPruningFilters.scala
259,41,84,178,21,1,0,1,0,1,13,8,0,1,0,3,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/dynamicpruning/PartitionPruning.scala
331,36,68,255,36,2,2,0,0,1,15,4,0,11,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/GenerateExec.scala
284,34,60,205,45,2,1,1,0,0,16,1,0,6,0,1,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/arrow/ArrowConverters.scala
385,28,17,296,74,18,17,1,0,15,52,1,0,36,0,5,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/arrow/ArrowWriter.scala
55,37,20,31,6,1,0,0,1,1,5,3,1,1,1,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/AliasAwareOutputPartitioning.scala
168,36,35,125,15,2,0,2,0,1,11,4,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SortPrefixUtils.scala
160,39,48,113,15,2,1,1,0,0,4,0,0,0,0,2,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/window/AggregateProcessor.scala
443,33,151,267,65,7,6,1,0,5,25,0,0,20,0,4,15,0,sql/core/src/main/scala/org/apache/spark/sql/execution/window/WindowFunctionFrame.scala
230,40,64,169,26,1,1,0,0,1,4,1,1,0,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/window/WindowExecBase.scala
218,44,91,118,27,1,1,0,0,1,10,0,0,8,2,2,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/window/WindowExec.scala
58,32,25,30,7,3,3,0,0,2,3,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/window/BoundOrdering.scala
108,41,29,68,16,2,1,1,0,1,5,0,0,5,0,0,0,1,sql/core/src/main/scala/org/apache/spark/sql/execution/SubqueryBroadcastExec.scala
72,36,42,29,9,7,0,6,1,5,2,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ExplainMode.scala
569,35,66,468,78,4,3,1,0,1,27,13,1,8,0,0,10,1,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SQLAppStatusListener.scala
38,38,16,18,5,1,1,0,0,1,3,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SQLHistoryServerPlugin.scala
37,35,16,15,7,2,1,1,0,1,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SQLTab.scala
511,32,23,437,59,4,4,0,0,1,18,6,0,11,0,0,1,1,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/AllExecutionsPage.scala
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/ExecutionPage.scala
113,37,36,68,17,6,6,0,0,5,4,0,0,3,0,0,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SQLListener.scala
235,36,54,176,24,5,4,1,0,1,6,1,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SparkPlanGraph.scala
145,31,27,98,25,6,6,0,0,0,11,1,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ui/SQLAppStatusStore.scala
58,41,28,30,5,1,1,0,0,1,2,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SQLExecutionRDD.scala
816,37,143,652,107,13,11,2,0,5,64,1,1,59,0,0,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/basicPhysicalOperators.scala
94,31,23,60,14,1,1,0,0,1,6,0,1,6,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/LocalTableScanExec.scala
107,28,25,65,20,1,1,0,0,1,17,0,0,15,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamingQueryWrapper.scala
370,43,72,292,47,2,1,0,1,1,30,5,20,0,0,0,8,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/ProgressReporter.scala
128,35,26,92,15,4,3,1,0,1,10,0,1,7,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/EventTimeWatermarkExec.scala
201,38,44,144,25,1,1,0,0,1,9,2,0,5,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/IncrementalExecution.scala
535,37,82,402,85,8,6,2,0,4,30,10,3,10,0,7,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamSource.scala
129,36,23,92,22,2,1,1,0,1,4,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamSourceLog.scala
501,37,55,401,67,10,4,2,4,4,31,1,12,19,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/statefulOperators.scala
249,43,64,185,25,2,2,0,0,1,9,1,1,5,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FlatMapGroupsWithStateExec.scala
72,37,23,42,12,1,1,0,0,1,3,2,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/MetricsReporter.scala
208,33,32,152,31,2,1,1,0,1,21,2,0,14,0,0,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/GroupStateImpl.scala
125,39,59,57,16,2,1,1,0,1,3,1,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamOptions.scala
92,36,38,48,13,2,1,1,0,1,3,0,2,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/OffsetSeqLog.scala
109,31,28,64,21,6,2,4,0,3,12,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/Triggers.scala
80,42,50,25,10,1,0,0,1,1,7,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/Source.scala
360,36,76,247,55,7,4,1,2,4,35,2,0,20,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/CheckpointFileManager.scala
97,36,23,67,9,2,1,1,0,1,3,0,0,0,0,2,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamMetadata.scala
184,40,39,138,16,2,1,1,0,2,6,1,0,2,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamSink.scala
57,38,27,23,11,2,1,1,0,1,2,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/StateStoreConf.scala
247,39,51,171,37,6,4,1,1,2,19,2,6,5,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/FlatMapGroupsWithStateExecHelper.scala
158,37,28,108,27,9,6,2,1,5,9,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/StateStoreCoordinator.scala
480,36,158,294,58,16,8,5,3,3,38,5,0,1,0,0,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/StateStore.scala
708,37,104,560,88,7,3,3,1,3,40,18,0,18,0,8,7,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/HDFSBackedStateStoreProvider.scala
84,34,17,59,10,2,1,1,0,0,2,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/package.scala
205,37,53,122,39,5,3,1,1,2,26,2,0,14,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/StreamingAggregationStateManager.scala
94,39,28,60,12,1,1,0,0,1,3,0,1,3,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/StateStoreRDD.scala
660,37,133,472,93,16,10,4,2,2,54,6,4,12,0,2,6,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/state/SymmetricHashJoinStateManager.scala
138,43,46,89,17,6,1,4,1,2,8,0,0,0,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/WatermarkTracker.scala
163,43,60,91,23,4,2,2,0,1,8,0,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/OffsetSeq.scala
114,35,40,62,15,4,2,2,0,1,3,0,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamSinkLog.scala
88,34,37,41,15,4,2,2,0,1,4,0,2,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/CommitLog.scala
60,37,35,20,8,1,0,0,1,1,4,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/Sink.scala
318,34,80,220,37,2,1,1,0,1,16,1,5,6,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/HDFSMetadataLog.scala
265,45,69,195,28,12,6,4,2,2,16,0,0,8,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamingSymmetricHashJoinHelper.scala
358,39,114,247,39,2,1,1,0,1,21,2,3,7,0,1,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/CompactibleFileStreamLog.scala
53,33,21,28,6,2,1,1,0,1,2,0,0,1,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/FileStreamSourceOffset.scala
58,36,43,15,7,1,0,0,1,0,5,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/MetadataLog.scala
69,38,35,30,8,3,3,0,0,1,2,0,0,1,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/ContinuousRecordEndpoint.scala
156,38,41,110,23,1,1,0,0,1,10,0,0,9,0,0,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/ManifestFileCommitProtocol.scala
38,35,23,12,6,2,1,1,0,1,3,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/LongOffset.scala
611,44,146,482,59,3,2,1,0,1,9,4,2,3,0,1,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/MicroBatchExecution.scala
74,37,23,40,13,1,1,0,0,1,3,0,0,3,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/MetadataLogFileIndex.scala
296,34,41,207,60,8,5,3,0,1,35,1,0,25,0,0,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/memory.scala
547,49,202,351,52,3,3,0,0,1,18,2,0,6,0,1,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamingSymmetricHashJoinExec.scala
691,39,156,520,79,8,2,5,1,4,30,5,8,10,0,0,10,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamExecution.scala
167,34,39,112,23,5,3,2,0,1,16,0,0,15,0,0,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/ForeachWriterTable.scala
67,36,31,31,10,3,2,1,0,1,5,0,0,5,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/PackedRowWriterFactory.scala
58,39,22,30,8,3,1,1,1,1,4,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/ForeachBatchSink.scala
187,36,39,124,35,6,4,2,0,1,17,1,0,13,0,0,3,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/ContinuousMemoryStream.scala
72,40,22,45,12,1,1,0,0,1,5,0,1,2,0,0,0,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/ConsoleWrite.scala
39,42,22,15,4,1,1,0,0,1,3,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/WriteToMicroBatchDataSource.scala
198,37,20,152,31,4,3,1,0,1,14,0,0,14,0,0,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/RateStreamMicroBatchStream.scala
141,41,39,93,20,3,2,1,0,1,10,0,0,9,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/RateStreamProvider.scala
50,42,21,23,8,2,2,0,0,1,4,0,0,4,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/MicroBatchWrite.scala
204,31,25,144,40,7,7,0,0,2,25,0,0,18,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/memory.scala
182,32,29,127,33,2,2,0,0,1,14,1,0,12,0,0,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/TextSocketMicroBatchStream.scala
106,38,16,75,16,3,2,1,0,1,10,1,0,9,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/sources/TextSocketSourceProvider.scala
137,38,31,89,22,2,2,0,0,1,11,1,3,10,0,2,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/streamingLimits.scala
80,38,28,47,8,2,2,0,0,1,2,0,1,2,0,0,0,2,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/shuffle/ContinuousShuffleReadRDD.scala
138,43,51,89,16,4,3,0,1,2,8,1,0,6,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/shuffle/RPCContinuousShuffleReader.scala
27,38,19,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/shuffle/ContinuousShuffleWriter.scala
60,39,24,30,8,1,1,0,0,1,1,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/shuffle/RPCContinuousShuffleWriter.scala
32,39,24,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/shuffle/ContinuousShuffleReader.scala
270,38,75,186,36,10,5,4,1,7,9,5,0,2,0,1,5,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/EpochCoordinator.scala
26,42,19,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousTaskRetryException.scala
440,37,96,346,45,2,1,1,0,1,13,3,1,5,0,0,3,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousExecution.scala
161,35,22,119,27,5,4,1,0,1,13,1,0,12,0,1,3,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousRateStreamSource.scala
31,41,19,11,3,1,1,0,0,1,2,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/WriteToContinuousDataSource.scala
291,32,38,214,49,5,4,1,0,1,18,3,0,15,0,0,7,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousTextSocketSource.scala
137,35,30,98,21,2,2,0,0,1,4,0,0,4,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousCoalesceRDD.scala
95,40,28,65,8,1,1,0,0,1,3,0,0,3,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousWriteRDD.scala
73,41,24,47,9,1,1,0,0,1,3,0,1,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/WriteToContinuousDataSourceExec.scala
45,40,21,21,5,1,1,0,0,1,3,0,0,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousCoalesceExec.scala
208,39,59,151,23,6,4,1,1,2,5,1,0,3,0,1,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousQueuedDataReader.scala
65,36,35,33,6,1,0,1,0,0,5,0,1,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/EpochTracker.scala
108,38,34,71,13,2,2,0,0,1,6,1,1,5,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/continuous/ContinuousDataSourceRDD.scala
27,46,23,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/SerializedOffset.scala
136,39,58,75,14,2,1,1,0,1,5,0,1,3,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamingQueryListenerBus.scala
32,39,16,11,6,2,2,0,0,1,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/RateStreamOffset.scala
89,36,19,56,18,3,2,1,0,1,11,0,0,9,0,0,0,1,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/console.scala
90,33,34,51,11,3,2,0,1,2,5,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/TriggerExecutor.scala
130,43,49,83,15,6,4,2,0,3,18,0,1,16,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/StreamingRelation.scala
95,35,29,63,13,2,1,1,0,1,6,0,1,4,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/CollectMetricsExec.scala
166,35,21,119,32,5,4,1,0,2,16,2,2,11,2,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ExistingRDD.scala
207,34,74,127,23,1,1,0,0,1,8,0,0,8,2,1,3,0,sql/core/src/main/scala/org/apache/spark/sql/execution/ExpandExec.scala
184,36,44,132,24,2,2,0,0,1,22,0,0,21,0,0,5,2,sql/core/src/main/scala/org/apache/spark/sql/execution/UnsafeRowSerializer.scala
236,38,59,163,33,8,5,1,2,3,27,0,0,25,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/limit.scala
72,41,20,47,8,1,1,0,0,1,3,1,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/ShuffledHashJoinExec.scala
935,29,191,713,115,8,4,3,1,3,78,15,0,35,0,15,14,4,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/HashedRelation.scala
502,36,95,431,31,1,1,0,0,1,16,10,0,6,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/BroadcastHashJoinExec.scala
286,33,30,235,29,2,0,1,1,0,17,5,4,6,0,1,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/HashJoin.scala
376,31,56,300,33,1,1,0,0,1,12,6,0,5,0,7,4,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/BroadcastNestedLoopJoinExec.scala
31,32,19,8,6,4,1,3,0,2,0,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/package.scala
1196,37,212,960,108,7,7,0,0,2,60,22,2,30,2,6,20,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/SortMergeJoinExec.scala
111,37,22,76,16,2,2,0,0,1,5,0,0,4,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/joins/CartesianProductExec.scala
77,34,23,51,8,2,1,1,0,0,3,0,0,2,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SparkPlanInfo.scala
167,36,66,97,19,2,1,1,0,1,8,3,0,0,0,0,3,0,sql/core/src/main/scala/org/apache/spark/sql/execution/GroupedIterator.scala
275,37,55,219,26,2,1,1,0,1,13,3,0,7,0,2,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/AggregatingAccumulator.scala
322,46,104,252,24,2,1,1,0,1,13,1,1,9,0,1,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/exchange/ShuffleExchangeExec.scala
140,36,40,93,19,3,3,0,0,1,12,0,0,8,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/exchange/Exchange.scala
228,44,52,177,24,1,1,0,0,1,6,5,0,0,0,1,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/exchange/EnsureRequirements.scala
188,42,35,142,25,2,1,1,0,1,5,0,2,4,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/exchange/BroadcastExchangeExec.scala
775,45,161,605,82,16,4,12,0,13,40,14,1,11,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/SparkStrategies.scala
198,35,30,137,38,21,19,1,1,9,9,0,0,3,0,0,2,0,sql/core/src/main/scala/org/apache/spark/sql/execution/columnar/ColumnBuilder.scala
43,40,16,20,8,1,0,0,1,1,4,0,1,3,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/columnar/compression/CompressibleColumnAccessor.scala
84,33,17,48,21,6,0,1,5,1,15,0,0,0,0,0,0,0,sql/core/src/main/scala/org/apache/spark/sql/execution/columnar/compression/CompressionScheme.scala
862,31,36,690,157,18,12,6,0,12,79,18,0,61,0,34,24,4,sql/core/src/main/scala/org/apache/spark/sql/execution/columnar/compression/compressionSchemes.scala
114,35,38,67,17,2,0,1,1,1,5,1,1,3,0,0,1,0,sql/core/src/main/scala/org/apache/spark/sql/execution/columnar/compression/CompressibleColumnBuilder.scala
