LinesCount,LinesAvgLength,LineCommentCount,LineCodeCount,LineBlankCount,TypesCount,ClassCount,ObjectCount,TraitCount,MaxChildren,MethodCount,PrivateMethodCount,ProtectedMethodCount,MethodOverrideCount,FinalMethodCount,VarLocalCount,VarFieldCount,MagicNumbersCount,File
74,35,29,44,5,1,1,0,0,1,2,0,1,0,0,1,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleWriteProcessor.scala
28,39,19,8,3,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/BaseShuffleHandle.scala
84,35,43,38,10,1,0,0,1,0,7,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleManager.scala
108,38,27,80,13,2,1,1,0,1,3,0,0,2,0,0,3,0,core/src/main/scala/org/apache/spark/shuffle/sort/SortShuffleWriter.scala
282,42,100,175,25,4,3,1,0,2,9,1,0,6,0,0,0,1,core/src/main/scala/org/apache/spark/shuffle/sort/SortShuffleManager.scala
135,34,29,103,12,1,1,0,0,1,6,4,0,2,0,0,7,0,core/src/main/scala/org/apache/spark/shuffle/ShufflePartitionPairsWriter.scala
149,45,35,118,14,1,1,0,0,1,2,1,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/BlockStoreShuffleReader.scala
44,38,30,12,5,1,0,0,1,0,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleBlockResolver.scala
28,38,21,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleHandle.scala
33,37,25,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleReader.scala
52,43,31,20,4,2,0,0,2,0,12,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/metrics.scala
42,39,19,19,6,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/ShuffleDataIOUtils.scala
72,38,34,38,7,2,2,0,0,1,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/shuffle/FetchFailedException.scala
801,38,241,519,92,4,3,1,0,2,61,1,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/SparkConf.scala
60,30,19,32,11,1,1,0,0,1,7,0,0,4,0,0,1,1,core/src/main/scala/org/apache/spark/util/ByteBufferOutputStream.scala
216,31,70,136,31,3,2,1,0,1,16,0,0,3,0,1,1,0,core/src/main/scala/org/apache/spark/util/ShutdownHookManager.scala
30,34,20,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/random/Pseudorandom.scala
340,31,102,206,56,7,5,1,1,3,21,2,1,11,0,2,2,0,core/src/main/scala/org/apache/spark/util/random/RandomSampler.scala
332,40,113,224,22,3,2,1,0,1,11,0,0,0,0,1,3,0,core/src/main/scala/org/apache/spark/util/random/StratifiedSamplingUtils.scala
23,38,19,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/random/package.scala
67,38,29,32,10,2,1,1,0,1,4,0,1,2,0,1,1,0,core/src/main/scala/org/apache/spark/util/random/XORShiftRandom.scala
169,35,82,90,14,3,0,3,0,0,7,1,0,0,0,2,0,0,core/src/main/scala/org/apache/spark/util/random/SamplingUtils.scala
66,37,35,30,7,1,0,1,0,0,4,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/VersionUtils.scala
32,37,20,12,2,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/MemoryParam.scala
153,34,52,94,22,1,0,0,1,1,10,0,3,0,3,0,0,0,core/src/main/scala/org/apache/spark/util/ListenerBus.scala
69,31,29,36,7,1,1,0,0,0,3,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/KeyLock.scala
41,36,21,17,5,1,1,0,0,1,2,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/SerializableConfiguration.scala
46,34,23,20,8,2,0,0,2,1,3,0,0,0,0,0,2,0,core/src/main/scala/org/apache/spark/util/CommandLineUtils.scala
70,32,30,35,9,3,1,0,2,2,3,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/util/taskListeners.scala
381,35,120,268,36,1,0,1,0,0,24,0,0,8,0,3,2,2,core/src/main/scala/org/apache/spark/util/ThreadUtils.scala
35,36,16,15,5,1,1,0,0,1,2,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/SerializableJobConf.scala
90,32,47,41,8,1,1,0,0,1,5,0,2,2,0,0,4,0,core/src/main/scala/org/apache/spark/util/NextIterator.scala
328,33,100,217,42,7,6,1,0,4,27,5,0,6,0,8,7,1,core/src/main/scala/org/apache/spark/util/collection/OpenHashSet.scala
165,30,41,117,19,1,1,0,0,1,10,0,0,2,0,0,9,1,core/src/main/scala/org/apache/spark/util/collection/OpenHashMap.scala
241,27,88,156,23,1,1,0,0,1,17,1,0,2,0,8,1,0,core/src/main/scala/org/apache/spark/util/collection/BitSet.scala
301,30,54,235,29,2,1,1,0,1,16,3,1,4,0,11,11,1,core/src/main/scala/org/apache/spark/util/collection/AppendOnlyMap.scala
161,32,33,123,16,2,1,1,0,1,11,2,0,4,0,1,5,1,core/src/main/scala/org/apache/spark/util/collection/CompactBuffer.scala
91,28,21,59,15,1,1,0,0,0,13,1,0,2,0,0,3,1,core/src/main/scala/org/apache/spark/util/collection/PrimitiveVector.scala
39,31,19,17,5,1,1,0,0,1,2,0,0,2,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/SizeTrackingVector.scala
39,35,25,12,5,1,1,0,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/Sorter.scala
93,35,39,51,10,1,1,0,0,0,5,0,0,0,0,0,2,0,core/src/main/scala/org/apache/spark/util/collection/MedianHeap.scala
41,33,19,20,4,1,1,0,0,1,3,0,1,3,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/SizeTrackingAppendOnlyMap.scala
40,38,20,16,6,1,1,0,0,1,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/PartitionedAppendOnlyMap.scala
899,38,246,663,88,5,5,0,0,2,43,9,0,12,0,12,20,0,core/src/main/scala/org/apache/spark/util/collection/ExternalSorter.scala
648,33,179,452,76,7,6,1,0,3,37,10,0,9,0,6,11,0,core/src/main/scala/org/apache/spark/util/collection/ExternalAppendOnlyMap.scala
150,36,68,90,17,1,1,0,0,1,9,1,5,1,0,1,4,0,core/src/main/scala/org/apache/spark/util/collection/Spillable.scala
96,33,45,45,14,3,0,1,2,0,11,0,0,0,0,0,1,0,core/src/main/scala/org/apache/spark/util/collection/WritablePartitionedPairCollection.scala
101,35,25,68,13,2,1,1,0,1,6,2,0,3,0,0,4,1,core/src/main/scala/org/apache/spark/util/collection/PartitionedPairBuffer.scala
39,35,23,14,5,1,0,1,0,0,2,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/Utils.scala
28,38,21,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/PairsWriter.scala
112,37,56,48,16,2,2,0,0,1,12,0,1,5,0,0,0,0,core/src/main/scala/org/apache/spark/util/collection/SortDataFormat.scala
105,31,40,58,16,3,1,1,1,0,4,1,2,0,0,0,3,0,core/src/main/scala/org/apache/spark/util/collection/SizeTracker.scala
133,32,36,88,19,1,1,0,0,1,11,0,0,2,0,0,7,1,core/src/main/scala/org/apache/spark/util/collection/PrimitiveKeyOpenHashMap.scala
23,37,19,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/package.scala
50,33,21,27,5,2,1,1,0,1,5,0,0,0,0,0,2,0,core/src/main/scala/org/apache/spark/util/CompletionIterator.scala
49,35,24,21,6,1,1,0,0,1,4,0,0,2,0,0,0,0,core/src/main/scala/org/apache/spark/util/MutablePair.scala
284,33,85,195,28,3,2,1,0,1,16,1,0,4,0,0,3,0,core/src/main/scala/org/apache/spark/util/io/ChunkedByteBuffer.scala
82,36,26,52,11,1,1,0,0,1,5,0,1,3,0,3,2,0,core/src/main/scala/org/apache/spark/util/io/ChunkedByteBufferFileRegion.scala
123,32,32,84,15,1,1,0,0,1,6,1,0,3,0,1,5,0,core/src/main/scala/org/apache/spark/util/io/ChunkedByteBufferOutputStream.scala
54,37,22,31,5,1,1,0,0,1,3,2,0,0,0,1,0,0,core/src/main/scala/org/apache/spark/util/SerializableBuffer.scala
103,32,44,57,11,1,1,0,0,1,3,0,0,1,0,0,2,0,core/src/main/scala/org/apache/spark/util/UninterruptibleThread.scala
215,33,19,180,20,3,2,1,0,3,8,3,0,0,0,1,5,1,core/src/main/scala/org/apache/spark/util/logging/DriverLogger.scala
138,35,32,89,25,5,2,2,1,2,13,1,0,0,0,0,2,0,core/src/main/scala/org/apache/spark/util/logging/RollingPolicy.scala
187,36,43,137,17,2,1,1,0,1,9,4,1,2,0,4,0,0,core/src/main/scala/org/apache/spark/util/logging/RollingFileAppender.scala
176,34,32,136,17,2,1,1,0,2,10,0,4,1,0,1,2,1,core/src/main/scala/org/apache/spark/util/logging/FileAppender.scala
876,45,303,670,94,7,5,2,0,3,32,9,0,11,0,5,1,1,core/src/main/scala/org/apache/spark/util/ClosureCleaner.scala
68,38,19,41,10,1,0,1,0,0,6,0,0,0,0,0,0,1,core/src/main/scala/org/apache/spark/util/RpcUtils.scala
27,50,24,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/SparkFatalException.scala
162,30,44,107,23,2,1,1,0,1,19,0,0,1,0,0,5,0,core/src/main/scala/org/apache/spark/util/StatCounter.scala
32,38,20,10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/SparkExitCode.scala
77,41,30,51,6,1,1,0,0,1,2,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/util/SparkUncaughtExceptionHandler.scala
487,28,182,283,73,6,5,1,0,3,54,2,1,20,5,0,6,0,core/src/main/scala/org/apache/spark/util/AccumulatorV2.scala
101,36,59,40,12,2,1,0,1,1,6,0,0,3,0,2,0,0,core/src/main/scala/org/apache/spark/util/Clock.scala
1180,44,85,1008,115,4,0,4,0,0,83,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/JsonProtocol.scala
47,45,17,28,4,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/CollectionsUtils.scala
36,33,27,8,3,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/CausedBy.scala
75,26,22,48,8,1,1,0,0,1,5,1,0,4,0,0,0,0,core/src/main/scala/org/apache/spark/util/ByteBufferInputStream.scala
192,35,84,102,23,2,1,1,0,2,12,1,5,0,0,1,1,0,core/src/main/scala/org/apache/spark/util/PeriodicCheckpointer.scala
403,38,128,301,45,4,2,1,1,1,15,10,0,0,0,7,5,10,core/src/main/scala/org/apache/spark/util/SizeEstimator.scala
93,31,39,51,13,2,1,1,0,0,8,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/Distribution.scala
142,30,53,85,19,1,1,0,0,1,9,0,4,1,0,1,0,0,core/src/main/scala/org/apache/spark/util/EventLoop.scala
71,30,39,29,9,1,1,0,0,1,6,0,0,3,0,0,0,1,core/src/main/scala/org/apache/spark/util/ManualClock.scala
3060,35,798,2295,245,8,5,3,0,3,175,16,0,9,0,27,7,13,core/src/main/scala/org/apache/spark/util/Utils.scala
31,39,22,8,3,1,1,0,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/IdGenerator.scala
31,33,19,12,2,1,0,1,0,0,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/util/IntParam.scala
118,36,50,65,17,2,1,1,0,1,4,0,0,1,0,0,1,0,core/src/main/scala/org/apache/spark/util/SignalUtils.scala
63,37,24,35,6,1,1,0,0,0,3,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/Aggregator.scala
95,43,64,30,9,1,0,0,1,0,7,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/ExecutorAllocationClient.scala
23,41,19,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/TaskNotSerializableException.scala
33,41,16,13,5,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/JvmSource.scala
25,38,16,7,3,1,0,0,1,0,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/Source.scala
89,35,41,43,9,5,3,2,0,2,6,0,1,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/AccumulatorSource.scala
110,38,57,52,16,3,0,3,0,2,6,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/StaticSources.scala
23,38,19,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/package.scala
48,41,22,27,6,1,1,0,0,1,1,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/source/JVMCPUSource.scala
67,33,16,37,15,1,1,0,0,1,5,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/MetricsServlet.scala
42,31,16,17,10,1,1,0,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/JmxSink.scala
73,31,16,44,14,1,1,0,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/CsvSink.scala
75,32,16,45,15,2,1,1,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/StatsdSink.scala
23,38,19,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/package.scala
24,37,16,7,2,1,0,0,1,0,3,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/Sink.scala
131,44,24,94,15,1,1,0,0,1,6,1,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/PrometheusServlet.scala
103,33,16,68,20,1,1,0,0,1,5,0,0,4,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/GraphiteSink.scala
67,30,16,39,13,1,1,0,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/Slf4jSink.scala
64,32,16,36,13,1,1,0,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/metrics/sink/ConsoleSink.scala
162,45,20,123,21,2,1,1,0,1,11,10,0,1,0,0,0,1,core/src/main/scala/org/apache/spark/metrics/sink/StatsdReporter.scala
151,41,57,94,17,1,1,0,0,1,5,1,0,0,0,1,1,0,core/src/main/scala/org/apache/spark/metrics/MetricsConfig.scala
215,35,23,166,32,17,2,13,2,6,11,0,0,0,0,0,2,4,core/src/main/scala/org/apache/spark/metrics/ExecutorMetricType.scala
275,36,75,179,37,3,1,2,0,1,12,2,0,0,0,0,3,0,core/src/main/scala/org/apache/spark/metrics/MetricsSystem.scala
31,36,22,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/BarrierTaskInfo.scala
39,32,25,12,6,1,0,1,0,0,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/SparkFiles.scala
248,35,136,108,40,2,1,1,0,1,33,0,0,2,0,0,0,0,core/src/main/scala/org/apache/spark/TaskContext.scala
37,34,19,14,6,1,1,0,0,1,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/ExternalShuffleServiceSource.scala
41,38,16,18,8,1,1,0,0,1,3,0,0,3,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/ApplicationSource.scala
80,33,16,49,16,1,1,0,0,1,6,2,0,4,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/ZooKeeperPersistenceEngine.scala
89,31,23,55,13,1,1,0,0,1,5,2,0,3,0,2,0,0,core/src/main/scala/org/apache/spark/deploy/master/FileSystemPersistenceEngine.scala
56,33,18,32,9,1,1,0,0,0,5,0,0,3,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/master/ExecutorDesc.scala
112,31,27,75,18,1,1,0,0,1,2,2,0,0,0,0,4,2,core/src/main/scala/org/apache/spark/deploy/master/MasterArguments.scala
42,32,18,15,12,9,2,6,1,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/MasterMessages.scala
47,39,20,24,8,1,1,0,0,1,4,0,0,4,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/MasterSource.scala
58,34,18,33,10,1,1,0,0,1,4,2,0,0,0,0,4,0,core/src/main/scala/org/apache/spark/deploy/master/DriverInfo.scala
1144,41,173,942,118,2,1,1,0,2,40,28,0,8,0,7,11,0,core/src/main/scala/org/apache/spark/deploy/master/Master.scala
78,34,35,36,12,3,3,0,0,2,6,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/RecoveryModeFactory.scala
140,30,23,98,24,1,1,0,0,1,13,3,0,0,0,0,9,0,core/src/main/scala/org/apache/spark/deploy/master/ApplicationInfo.scala
43,34,22,19,5,3,1,0,2,1,3,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/LeaderElectionAgent.scala
24,40,16,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/RecoveryState.scala
71,36,19,43,11,2,1,1,0,1,3,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/ui/MasterWebUI.scala
362,38,20,315,32,1,1,0,0,1,14,8,0,1,0,0,0,1,core/src/main/scala/org/apache/spark/deploy/master/ui/MasterPage.scala
158,40,17,132,11,1,1,0,0,1,2,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/ui/ApplicationPage.scala
33,46,24,14,4,1,0,1,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/DriverState.scala
178,29,29,127,28,2,2,0,0,1,23,3,3,3,0,0,6,0,core/src/main/scala/org/apache/spark/deploy/master/WorkerInfo.scala
24,39,16,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/WorkerState.scala
25,39,16,6,4,1,0,1,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/ApplicationState.scala
102,31,42,46,20,2,2,0,0,1,14,0,0,3,7,0,0,0,core/src/main/scala/org/apache/spark/deploy/master/PersistenceEngine.scala
90,31,18,60,15,2,1,1,0,1,5,2,0,3,0,0,3,0,core/src/main/scala/org/apache/spark/deploy/master/ZooKeeperLeaderElectionAgent.scala
29,36,16,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/Command.scala
280,33,57,188,48,4,3,1,0,2,37,4,2,18,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/history/EventLogFileReaders.scala
89,36,22,60,12,1,1,0,0,1,2,2,0,0,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/history/HistoryServerArguments.scala
176,38,32,125,23,3,3,0,0,2,15,1,0,9,0,0,3,0,core/src/main/scala/org/apache/spark/deploy/history/BasicEventFilterBuilder.scala
101,39,16,73,13,1,1,0,0,1,3,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/history/HistoryPage.scala
153,34,92,51,23,2,2,0,0,0,13,0,0,0,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/history/ApplicationHistoryProvider.scala
78,40,16,53,10,1,1,0,0,1,4,2,0,2,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/history/HistoryAppStatusStore.scala
323,34,68,225,47,3,3,0,0,1,15,5,0,0,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/history/HistoryServerDiskManager.scala
353,35,106,229,52,2,1,1,0,2,23,1,0,10,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/history/HistoryServer.scala
1472,36,230,1200,183,10,8,2,0,1,62,23,0,16,0,12,21,1,core/src/main/scala/org/apache/spark/deploy/history/FsHistoryProvider.scala
109,35,37,66,11,4,1,1,2,1,4,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/history/EventFilter.scala
427,36,87,299,61,6,3,3,0,2,32,1,6,7,0,0,5,2,core/src/main/scala/org/apache/spark/deploy/history/EventLogFileWriters.scala
421,33,156,248,48,6,5,0,1,2,20,4,0,9,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/history/ApplicationCache.scala
225,37,73,134,29,4,3,1,0,1,7,5,0,0,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/history/EventLogFileCompactor.scala
512,37,143,352,59,2,1,1,0,1,42,3,0,2,0,0,0,2,core/src/main/scala/org/apache/spark/deploy/SparkHadoopUtil.scala
68,35,17,44,9,1,0,1,0,1,3,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/SparkCuratorUtil.scala
41,39,19,21,5,1,1,0,0,0,1,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/ApplicationDescription.scala
260,36,44,216,19,1,0,1,0,1,8,4,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/RPackageUtils.scala
31,36,16,12,4,1,1,0,0,0,1,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/DriverDescription.scala
43,40,23,15,7,1,0,0,1,0,6,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/client/StandaloneAppClientListener.scala
320,37,68,239,38,2,2,0,0,2,19,5,0,8,0,0,2,0,core/src/main/scala/org/apache/spark/deploy/client/StandaloneAppClient.scala
253,32,57,154,64,45,35,8,2,20,2,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/DeployMessage.scala
27,39,16,7,5,1,0,1,0,1,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/ExecutorState.scala
120,39,34,88,14,1,0,1,0,0,2,0,0,1,0,3,0,0,core/src/main/scala/org/apache/spark/deploy/RRunner.scala
76,37,29,46,11,1,1,0,0,1,6,2,0,4,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/worker/WorkerWatcher.scala
105,40,29,70,12,1,0,1,0,1,2,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/worker/DriverWrapper.scala
51,37,20,27,9,1,1,0,0,1,5,0,0,5,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/worker/WorkerSource.scala
212,38,42,168,20,1,1,0,0,1,6,2,0,1,0,1,5,0,core/src/main/scala/org/apache/spark/deploy/worker/ExecutorRunner.scala
183,32,34,138,26,1,1,0,0,0,5,1,0,0,0,1,8,1,core/src/main/scala/org/apache/spark/deploy/worker/WorkerArguments.scala
59,32,19,34,8,2,1,1,0,1,1,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/worker/ui/WorkerWebUI.scala
223,40,18,191,17,1,1,0,0,1,5,1,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/worker/ui/WorkerPage.scala
166,38,17,129,22,1,1,0,0,1,3,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/worker/ui/LogPage.scala
267,35,44,209,34,4,1,1,2,1,19,3,0,3,0,4,6,1,core/src/main/scala/org/apache/spark/deploy/worker/DriverRunner.scala
885,40,125,743,84,2,1,1,0,2,34,19,0,7,0,0,15,0,core/src/main/scala/org/apache/spark/deploy/worker/Worker.scala
120,37,35,84,12,1,0,1,0,1,5,2,0,1,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/worker/CommandUtils.scala
129,41,32,92,12,1,1,0,0,1,5,2,0,3,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/security/HBaseDelegationTokenProvider.scala
157,35,24,117,25,2,1,1,0,1,6,3,0,2,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/security/HadoopFSDelegationTokenProvider.scala
309,38,82,212,36,2,1,1,0,2,16,6,0,4,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/security/HadoopDelegationTokenManager.scala
178,36,30,129,26,2,1,1,0,2,10,0,2,0,0,0,3,0,core/src/main/scala/org/apache/spark/deploy/ExternalShuffleService.scala
34,37,21,12,3,1,1,0,0,1,1,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/ExecutorDescription.scala
138,30,33,96,23,2,1,1,0,0,4,2,0,0,0,0,10,0,core/src/main/scala/org/apache/spark/deploy/ClientArguments.scala
253,36,44,197,32,3,2,1,0,1,11,2,0,7,0,0,1,1,core/src/main/scala/org/apache/spark/deploy/Client.scala
256,45,137,114,13,1,0,1,0,0,9,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/JsonProtocol.scala
180,42,62,131,18,1,0,1,0,0,4,1,0,0,0,1,0,0,core/src/main/scala/org/apache/spark/deploy/PythonRunner.scala
638,37,64,527,75,1,1,0,0,1,18,10,3,6,0,0,38,0,core/src/main/scala/org/apache/spark/deploy/SparkSubmitArguments.scala
198,34,45,141,19,1,0,1,0,1,10,2,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/DependencyUtils.scala
1462,40,287,1193,154,8,3,4,1,2,54,13,8,11,0,7,1,0,core/src/main/scala/org/apache/spark/deploy/SparkSubmit.scala
451,29,52,341,73,6,3,3,0,4,27,14,0,3,0,5,6,4,core/src/main/scala/org/apache/spark/deploy/FaultToleranceTest.scala
85,36,26,54,11,1,1,0,0,1,2,0,0,0,0,0,1,0,core/src/main/scala/org/apache/spark/deploy/LocalSparkCluster.scala
36,39,25,11,4,3,3,0,0,2,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/rest/SubmitRestProtocolException.scala
146,36,59,82,15,2,1,1,0,0,9,1,3,0,1,0,1,0,core/src/main/scala/org/apache/spark/deploy/rest/SubmitRestProtocolMessage.scala
85,33,33,52,8,5,5,0,0,4,5,0,0,5,0,0,10,0,core/src/main/scala/org/apache/spark/deploy/rest/SubmitRestProtocolResponse.scala
81,38,22,51,11,2,2,0,0,1,7,5,0,2,0,0,6,0,core/src/main/scala/org/apache/spark/deploy/rest/SubmitRestProtocolRequest.scala
216,47,72,148,14,4,4,0,0,1,4,1,2,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/rest/StandaloneRestServer.scala
334,38,107,224,33,7,6,1,0,4,16,2,8,4,0,2,1,0,core/src/main/scala/org/apache/spark/deploy/rest/RestSubmissionServer.scala
463,39,80,369,38,3,2,1,0,1,22,13,0,1,0,7,0,0,core/src/main/scala/org/apache/spark/deploy/rest/RestSubmissionClient.scala
55,34,25,22,11,2,1,0,1,1,2,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/SparkApplication.scala
165,35,36,118,20,3,2,1,0,1,12,1,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/deploy/StandaloneResourceUtils.scala
33,34,23,10,4,1,0,0,1,1,3,0,0,2,0,0,0,0,core/src/main/scala/org/apache/spark/Partition.scala
20,45,16,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,core/src/main/scala/org/apache/spark/rpc/RpcEnvStoppedException.scala
50,32,22,22,11,2,1,1,0,0,5,0,0,1,0,0,0,0,core/src/main/scala/org/apache/spark/rpc/RpcAddress.scala
134,40,72,57,16,3,2,1,0,1,6,1,0,0,0,1,0,0,core/src/main/scala/org/apache/spark/rpc/RpcTimeout.scala
194,30,35,142,31,4,3,1,0,2,12,2,0,5,1,0,1,0,core/src/main/scala/org/apache/spark/rpc/netty/MessageLoop.scala
216,32,43,158,34,9,6,2,1,7,6,1,1,0,0,1,3,0,core/src/main/scala/org/apache/spark/rpc/netty/Inbox.scala
